PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
0,0,2.0,geepvztgkqcoooahxbezipadpukwbddcuekoujfytwfdtxqzhkmeqmpklvoktlghatcaxah0,female,36.0188771010927,2.0,0.0,hvhrme,211.86751689802617,lf,d
1,0,1.0,sacgmaidndgggucvpuosqzlbkfpznvyezanmgrrdatrdnlrexpkguvgqezdhaaidgfhtnsy1,male,3.67636430093964,4.0,1.0,zczpntybawdq,111.31609888666574,psw,
2,0,2.0,rdipldmlvrsklpgdsvdvbzkbvzkyjntcsuhiyvfotxgaivpfdoijzxehbtnfijvyhdpfjwv2,female,27.392119964167374,1.0,1.0,jetrpf,23.601278409575286,xozgf,r
3,0,2.0,ldsdojrpwpjthhflmoocbkxfoathppbairxnxowafvwfndndidjldlltwkkemcfpmrpyjyv3,male,59.09943488224592,0.0,1.0,okbevynlzer,120.82756544034888,kg,v
4,0,1.0,idoqgtbplhidxlwhjwznghifgdhslxystrylbqokkqpvbkvatypqijuwlzarhcgdnuullfq4,male,25.040677594389837,0.0,1.0,rbfjpg,208.74998546005423,ak,y
5,0,3.0,qnigmwkeijpahfgtpzmausrhbmqshiiqowovuheqgkugeqcpypophpyokweujiulvdumccx5,female,14.540982621927965,7.0,5.0,wntil,20.193626693909227,fhh,w
6,0,2.0,nzvspbeeryzlmcvysjeljgrspmgsqlagzgctmsajwrkeesfokstcdisehkdponddgcfyxdd6,male,2.1066154585925934,6.0,1.0,skrp,4.960225482421579,sk,
7,1,1.0,hscqhknqzfuiwulbgfikhespcjaruzetavyynxsfbvcbncokjwhmegrvxfunnisjwbihmjr7,male,4.199206641391997,3.0,1.0,oqepcn,5.265372664856787,lfl,d
8,1,1.0,rrzxziztknvbnbalxgcogerqmupuhqqxzagjpegkxpggwqhfscnuoauxtmmywwmfcwgvqcb8,male,56.81768364796787,1.0,0.0,xvtxfdj,451.2019001938472,p,m
9,0,3.0,wnoruclnrvcnbfpsggsqefhdwvvzcpafbdahrjdmwfwjwblfkehwtstgvxnlxgwvlivdxch9,male,1.0958683385239454,1.0,1.0,jiqe,210.27530366835407,wsxscm,p
10,1,2.0,czofqsirysoygnydmgpealggtuygqadfphqzzliabzuoqcuisslxgtkcgvuddzheevjebrk10,male,3.041610917725661,3.0,1.0,zucvsm,214.69802161528662,pi,
11,0,1.0,xzqanvxqfcajhvqotfmptskcqyldjzjwkujteopbappnjrkkrhchqmmkbiallktvpbslruh11,male,1.0463017207128882,3.0,1.0,zmxs,4.181487895567946,da,z
12,0,2.0,jyeulwvoboapbatffwjpsjvhvjibnviznruasqzhoztihxnibzyjqlhhgvyfleajriqdxdh12,male,24.73190356467546,2.0,1.0,edhvcsc,427.526206878198,im,
13,1,2.0,fdidbdldomahsawwpxhbcnyvrxdbgycxizgjyfqqzeogaojepspcehrljpwuwkywzsxearg13,male,74.0471104021761,6.0,0.0,dkfoo,15.758719580649094,yvfgwaxdsfsjx,g
14,0,1.0,elaqckhgwhxajlmurejpfjqgeerlhlnlkabmpckkmkkiohpnjimqqlamcwymtnhtdvvuikj14,male,75.21191400448441,1.0,1.0,hlwgejkmrxg,509.9510924093725,vm,
15,0,2.0,colivxvuephyyvwgtlgafwjvulldavrfpbbilhzltfswptnieyqykuqvvcunyylunpbyyid15,male,14.764476727483544,0.0,0.0,rldi,207.37750870054774,whnqsn,p
16,0,2.0,tmsmkjvoxnfnihjoqshdkvrfbrcudblzbcyrhisjwvpbjgmpzsvwnbovieowvnwoasfwsjb16,female,31.276166057962353,1.0,0.0,hkfdcgpvkil,25.261100839626813,wq,l
17,1,1.0,uiithszrklbbgtgfecxiiqhiyxuwjgyothyusdauyameswcssohlkzgjwacrkugdimhvzal17,male,1.477453197338072,2.0,1.0,jgvlqpgmxsf,7.882865208694563,fzgl,j
18,1,2.0,cbqlfolzxkteuhbxxyzfwrqqasdbguaiyglevfhxztkffekzmqzfnlwkhayqxyyzuoaodwp18,female,73.17586711262356,3.0,1.0,gwlwuf,180.05903539364363,vbl,
19,1,2.0,ideuoertyydsbmuhwmypabnbdhyegcngpzqqsjzapvqkehxrignfrfecwrbhnzferpvhisu19,female,22.020811790449738,3.0,0.0,ehrfrucpeal,111.41242159380175,mzgjb,r
20,1,1.0,zhcisrihbdvpyrtzbkshlfiftcveybaynpyeaesxuefowptmhazuufkylvgbunpplvdjwyx20,female,68.02658373149328,6.0,1.0,umdkgszmbhtajxrww,24.271721848428246,yvktut,n
21,1,2.0,exyrufvotidfdugbzjmxwfczotfydpbzwkhirzhthjubrykmpcayvftarxoueemmepfwynu21,male,3.2765967427110207,2.0,0.0,vhr,7.434905115504827,uu,y
22,0,2.0,uhoxufhepjfzbuabtjcqxszkqrirrfjgmgpybofjfglzqtxszqjkjjhxwklhawacwpipywt22,female,36.01714449604855,3.0,5.0,pygidb,12.612871388789706,awf,o
23,1,3.0,ocdbkeaysgxmpxyqsnbwdghzuqycktcyagngzpfnjxtwynvncyjbnuazoehqjmreqqzqdiw23,male,50.30818654337517,2.0,0.0,rmfmtjnmsfme,7.054565608789681,xif,a
24,0,2.0,cazgvwzreeczlkclmujdtgkqizfpfsaeafsntcpzijagajrdfrsnlavgmjrmsgpwhafehnl24,male,50.37459364940259,6.0,0.0,pxptzhwf,452.81299781367863,zep,e
25,0,3.0,eggigqcqayearqivsyqvkaifgknzuunceqoybhlnebmqzfbibwaackqxchfnuahzybdccvx25,female,28.233569444856556,0.0,4.0,aiviihiislxytrnut,444.9996309186909,ms,e
26,0,2.0,rfdzvgtwxvmwkomzjfhvtktouqbtojmddiytinnzmuoqngligtooilcypyycfkgfyfoyclq26,male,48.92396334884669,4.0,2.0,swtgna,356.70125174439124,tz,q
27,1,1.0,smaczayzqeedfskuqnpfjvxnxblcynhybdsoixbkppjngayugogbotaohrhbffgnxmjnxyj27,male,27.407927349505727,0.0,1.0,tiymue,207.72886784138012,eizkm,o
28,0,3.0,efylwyfiiuvcobnbhmjomxqwdcbrlqxjxzqdjwpuybuvemmcwotzscdaqowudalqyijcouk28,female,15.506433505809705,3.0,4.0,fyibop,195.36550289616744,ezx,x
29,0,1.0,ejnlificmwgqrvtdekrseyprntqxinlcrgycloirhjluzekcuhtuhaeuykximvgclmpiiyn29,male,7.7602269362925425,6.0,1.0,pezei,358.30955727706106,hr,b
30,0,2.0,aaprmqvylptaoesrzizekbwbosdqufdpnihlizisftxgtflpmvedsrmzwmaagdjitdkxzum30,female,15.341459729974178,1.0,1.0,wsjxehduave,214.38833571148672,nw,w
31,1,1.0,igwhsvpellmafzgnwyfsmodxjtfbbauzpkmndtuktjfnirnzdawouoxgpfwahhrapllslgw31,male,64.70207007937223,3.0,0.0,uwct,13.707038273771847,fvt,c
32,0,3.0,hudtfralbsvouzsjgelralxysivtcsgyolbunnbktxntoalhdoaidlxubgoekdpwglucxdr32,male,3.050626848212141,1.0,1.0,cpzrvnc,199.1282343753562,dta,z
33,0,3.0,kagbvouwdrhoxylnaaswrzjfmrxdzdcufugiamzghjgfehtpwdhyuiswwvohyccqnynbnzk33,male,27.9694149714686,3.0,0.0,hjetttmxjrw,490.44271728824356,hx,h
34,0,2.0,xvnxvgsxhnudkdffwbsamncvsqdmidjmrlpanwugebdjwosyyosjtckrbvwrxzozwpsslwy34,female,74.28331162178152,3.0,5.0,wrjzz,345.18393301399357,ualctidotqxas,
35,0,2.0,flgjlpmmnfsjiviiaamuuzvspxwmrxjncajgxdtgbbfbbdwfsbdncplbjjlzqzjaveldyzm35,male,65.52018626980316,7.0,4.0,xluakuoushx,226.83010985825604,xdnnr,d
36,0,2.0,caeykdljxfbdkqubdneiyzzfkadvinakfvincaxzmhqptrayalkgsbtufrwkmjrdickgaee36,female,75.82014067131067,3.0,2.0,canhj,227.4797711903228,bztw,u
37,0,2.0,matdwhwxrwylcvmqcmvzzjdanfsdktmjqgmpgrgfwmcarykaeisnhiqwkpuqvxbcqlyppzf37,female,26.528601030175057,3.0,5.0,cogmglfwrhyz,13.49509338130855,eejq,
38,1,1.0,wwtcmmuoblooylgcjvkrgzglqnotzhzqgipckjkikkrdeerrvzpwibpjlqpqqcibqoibown38,male,73.67990121385672,4.0,0.0,tbvxty,225.3745383193162,svpww,g
39,0,2.0,amiyayzttaklxesrgzstupzjhcargmyoohjhnbdchcyhwdvaevlpjgfbwfqmoyitxlovczv39,male,2.863637188785821,1.0,1.0,vwfrpxnwbaqz,13.676326853343195,xn,l
40,0,1.0,qlezwsgbehthqvcyzmfmnqgpartenwaxneddtcrmdibpjiyuwkmmdwmzvijaxguievvgmhd40,female,75.24161344117655,3.0,0.0,umtjb,119.92666132031748,uvwph,s
41,0,2.0,ykzrryrojmmeijdbgunzmzfahgghsrlrfzsrjmreadzwmvpfuhofrssrbkrjeizsfhbrphq41,male,49.07641401855172,3.0,2.0,rrzcb,225.68842422244384,ixokgi,
42,0,2.0,rgigxxcfecnrzgktnpuvpwdphiermojexdsohueiqhnxlivpaajylxycuwahyvutzpfytxk42,female,0.4824386391884312,3.0,0.0,eqtau,437.42925132007053,fq,z
43,0,2.0,nmwdzbvcgyrnjjzfophwedyhjjuxhulgnchzdmaxfxadkrqisupktfnzdeddhwkuiirrfqz43,female,2.525268595454033,3.0,4.0,vkrpwjdx,2.3946495921039364,mrkjnppwwjcdvc,n
44,0,1.0,uwdsdqvapclsyyanixbpggmssrtzfovcbgsjfrettbvetzthyetpczzmuzfduujrtrylcly44,male,51.913661174481646,3.0,1.0,noajjhrwzpt,487.8585105710657,v,q
45,0,2.0,lbwzrbbuzuhamrhmxgcjsmshrogxgcrnytqijhzstbztvuldcwazyoaietwyusufhctbznw45,male,3.1267464331981016,6.0,1.0,cykrobhelpa,23.005656445687833,ylsw,p
46,0,2.0,krgvahxfkjbadzimdcrbigblqnnoqdyngsybiosjhymjqbrbsypohgripbhuiiuaxjcawki46,male,26.8043829325173,6.0,1.0,eowojukjhfr,5.629056369014816,qsukl,d
47,0,3.0,vxzndfmadlaiuoydajgddpagmvsfbrpijunqjyehfhudbjbiqgovmgakumwunbajedjitnx47,female,2.9180764718626033,3.0,2.0,pilobptwpbaquudau,12.949733262872934,tt,l
48,0,2.0,htmcennxhzwjhpljblqlbzizybmxuriacgufwkqwjulhbynmfyvfqlxifpqhiglqajpumve48,female,2.3975220650893743,3.0,1.0,rroh,188.43289630363012,tqsntanncwsmx,x
49,0,3.0,rdugjzqeonbrpbzpwkwrdtoweunmpbetfuarrrhisfcdaxdzubomgegrybqcokryfzviibf49,female,66.99232777427578,3.0,2.0,mtbogsea,9.981232405369472,depre,
50,0,2.0,avaltgofqvusyfdkkjhaaocfddnsrcctselvdrctijodmrkxrarlicqwejkprhndrdnztsm50,female,49.1595446768942,3.0,4.0,gbgkfrqlejh,8.928263828350374,zlk,n
51,0,1.0,xoknnntbdmitkguxlvnhnsspobntzsvhqnwlmgrajwfxgwxbxxtzihlzxrwialednigkzjj51,female,75.59029021626885,1.0,0.0,yvps,22.216010087468817,zo,c
52,1,2.0,wuehqsooxoudqdkavjobsbtmuczktjronbwuykdranrhaoyuljxjbjpiirerbvquixelmpn52,male,1.5121266952207568,1.0,5.0,zzejtfqvqtg,207.63737930502558,sis,s
